 "hero" , "herolabel" ,
 "http://dbpedia.org/resource/Nick_Fury" , Ник Фьюри ,
 "http://dbpedia.org/resource/Nick_Fury" , 尼克·福瑞 ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Scarecrow (DC Comics)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , الفزاعة (دي سي كومكس) ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Scarecrow (Comicfigur)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "El Espantapájaros" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Épouvantail (DC Comics)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Spaventapasseri (DC Comics)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , スケアクロウ (バットマン) ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Scarecrow (Batman)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Strach na Wróble" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Espantalho (DC Comics)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , "Пугало (DC Comics)" ,
 "http://dbpedia.org/resource/Scarecrow_(DC_Comics)" , 稻草人 (漫画) ,
 "http://dbpedia.org/resource/Ultron" , "Ultron" ,
 "http://dbpedia.org/resource/Ultron" , "Ultron" ,
 "http://dbpedia.org/resource/Ultron" , "Ultron" ,
 "http://dbpedia.org/resource/Ultron" , "Ultron" ,
 "http://dbpedia.org/resource/Ultron" , "Ultron" ,
 "http://dbpedia.org/resource/Ultron" , ウルトロン (マーベル・コミック) ,
 "http://dbpedia.org/resource/Ultron" , "Ultron" ,
 "http://dbpedia.org/resource/Ultron" , Альтрон ,
 "http://dbpedia.org/resource/Ultron" , 奧創 ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine (character)" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , وولفرين ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine (Comicfigur)" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , ウルヴァリン ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine (Marvel)" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Wolverine" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , "Росомаха (Marvel Comics)" ,
 "http://dbpedia.org/resource/Wolverine_(character)" , 金鋼狼 ,
 "http://dbpedia.org/resource/Batgirl" , فتاة الوطواط ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , バットガール ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , "Batgirl" ,
 "http://dbpedia.org/resource/Batgirl" , Бэтгёрл ,
 "http://dbpedia.org/resource/Batgirl" , 蝙蝠女孩 ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Perry_White" , "Perry White" ,
 "http://dbpedia.org/resource/Maggie_Murdock" , "Suor Maggie" ,
 "http://dbpedia.org/resource/Maggie_Murdock" , "Maggie Murdock" ,
 "http://dbpedia.org/resource/Alicia_Masters" , "Alicia Masters" ,
 "http://dbpedia.org/resource/Alicia_Masters" , "Alicia Masters" ,
 "http://dbpedia.org/resource/Alicia_Masters" , "Alicia Masters" ,
 "http://dbpedia.org/resource/Alicia_Masters" , "Alicia Masters" ,
 "http://dbpedia.org/resource/Alicia_Masters" , "Alicia Masters" ,
 "http://dbpedia.org/resource/Alicia_Masters" , Алисия Мастерс ,
 "http://dbpedia.org/resource/Liz_Sherman" , "Liz Sherman" ,
 "http://dbpedia.org/resource/Liz_Sherman" , "Liz Sherman" ,
 "http://dbpedia.org/resource/Liz_Sherman" , "Elizabeth Sherman" ,
 "http://dbpedia.org/resource/Liz_Sherman" , "Liz Sherman" ,
 "http://dbpedia.org/resource/Liz_Sherman" , 麗茲·雪曼 ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Odin (comics)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Odín (cómic)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Odino (personaggio)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Odin (Marvel Comics)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Odin (Marvel)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Odin (Marvel Comics)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , "Один (Marvel Comics)" ,
 "http://dbpedia.org/resource/Odin_(comics)" , 奧丁 (漫威漫畫) ,
 "http://dbpedia.org/resource/Invisible_Woman" , "Invisible Woman" ,
 "http://dbpedia.org/resource/Invisible_Woman" , "Mujer Invisible" ,
 "http://dbpedia.org/resource/Invisible_Woman" , "La Femme invisible (comics)" ,
 "http://dbpedia.org/resource/Invisible_Woman" , "Donna invisibile" ,
 "http://dbpedia.org/resource/Invisible_Woman" , "Invisible Woman" ,
 "http://dbpedia.org/resource/Invisible_Woman" , "Invisible Woman" ,
 "http://dbpedia.org/resource/Invisible_Woman" , "Mulher Invisível (Marvel Comics)" ,
 "http://dbpedia.org/resource/Invisible_Woman" , Невидимая леди ,
 "http://dbpedia.org/resource/Invisible_Woman" , 隱形女俠 ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Storm (Marvel Comics)" ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Tormenta (Marvel Comics)" ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Tornade (comics)" ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Tempesta (personaggio)" ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , ストーム (マーベル・コミック) ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Storm (Marvel)" ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Tempestade (X-Men)" ,
 "http://dbpedia.org/resource/Storm_(Marvel_Comics)" , "Шторм (Marvel Comics)" ,
 "http://dbpedia.org/resource/Carmine_Falcone" , "Carmine Falcone" ,
 "http://dbpedia.org/resource/Carmine_Falcone" , "Carmine Falcone" ,
 "http://dbpedia.org/resource/Carmine_Falcone" , "Carmine Falcone" ,
 "http://dbpedia.org/resource/Carmine_Falcone" , "Carmine Falcone" ,
 "http://dbpedia.org/resource/Carmine_Falcone" , "Carmine Falcone" ,
 "http://dbpedia.org/resource/Carmine_Falcone" , Кармайн Фальконе ,
 "http://dbpedia.org/resource/Jason_Stryker" , "Jason Stryker" ,
 "http://dbpedia.org/resource/Katana_(comics)" , "Katana (comics)" ,
 "http://dbpedia.org/resource/Katana_(comics)" , "Katana (cómic)" ,
 "http://dbpedia.org/resource/Katana_(comics)" , "Katana (DC Comics)" ,
 "http://dbpedia.org/resource/Katana_(comics)" , "Katana (comics)" ,
 "http://dbpedia.org/resource/Katana_(comics)" , "Katana (DC Comics)" ,
 "http://dbpedia.org/resource/Roland_Daggett" , "Roland Daggett" ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Silver Surfer" ,
 "http://dbpedia.org/resource/Silver_Surfer" , سيلفر سيرفر ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Silver Surfer" ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Silver Surfer" ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Surfer d'argent" ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Silver Surfer" ,
 "http://dbpedia.org/resource/Silver_Surfer" , シルバーサーファー ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Silver Surfer" ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Srebrny Surfer" ,
 "http://dbpedia.org/resource/Silver_Surfer" , "Surfista Prateado" ,
 "http://dbpedia.org/resource/Silver_Surfer" , Серебряный Сёрфер ,
 "http://dbpedia.org/resource/Silver_Surfer" , 銀色衝浪手 ,
 "http://dbpedia.org/resource/William_Stryker" , "William Stryker" ,
 "http://dbpedia.org/resource/William_Stryker" , "William Stryker" ,
 "http://dbpedia.org/resource/William_Stryker" , "William Stryker" ,
 "http://dbpedia.org/resource/William_Stryker" , "William Stryker" ,
 "http://dbpedia.org/resource/William_Stryker" , "William Stryker" ,
 "http://dbpedia.org/resource/William_Stryker" , "William Stryker" ,
 "http://dbpedia.org/resource/Hamato_Yoshi" , "Hamato Yoshi" ,
 "http://dbpedia.org/resource/Hamato_Yoshi" , "Hamato Yoshi" ,
 "http://dbpedia.org/resource/Hamato_Yoshi" , "Hamato Yoshi" ,
 "http://dbpedia.org/resource/Hamato_Yoshi" , "Hamato Yoshi" ,
 "http://dbpedia.org/resource/Hamato_Yoshi" , Хамато Йоси ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , رأس الغول (شخصية خيالية) ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra’s al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , ラーズ・アル・グール ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , "Ra's Al Ghul" ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , Ра’с аль Гул ,
 "http://dbpedia.org/resource/Ra's_al_Ghul" , 拉斯·奥·古 ,
 "http://dbpedia.org/resource/Tadashi_Hamada" , تاداشي هامادا ,
 "http://dbpedia.org/resource/Tadashi_Hamada" , "Tadashi Hamada" ,
 "http://dbpedia.org/resource/Tadashi_Hamada" , "Tadashi Hamada" ,
 "http://dbpedia.org/resource/Cogliostro" , "Cogliostro" ,
 "http://dbpedia.org/resource/Cogliostro" , Коглиостро ,
 "http://dbpedia.org/resource/Henri_Ducard" , "Henri Ducard" ,
 "http://dbpedia.org/resource/Henri_Ducard" , "Henri Ducard" ,
 "http://dbpedia.org/resource/Henri_Ducard" , "Henri Ducard" ,
 "http://dbpedia.org/resource/Rick_Flag" , "Rick Flag" ,
 "http://dbpedia.org/resource/Rick_Flag" , "Rick Flag" ,
 "http://dbpedia.org/resource/Rick_Flag" , "Rick Flag" ,
 "http://dbpedia.org/resource/Rick_Flag" , "Rick Flag" ,
 "http://dbpedia.org/resource/Rick_Flag" , "Rick Flag" ,
 "http://dbpedia.org/resource/Ultimate_Nick_Fury" , "Ultimate Nick Fury" ,
 "http://dbpedia.org/resource/Ultimate_Nick_Fury" , "Ultimate Nick Fury" ,
 "http://dbpedia.org/resource/Ultimate_Nick_Fury" , "Ultimate Nick Fury" ,
 "http://dbpedia.org/resource/Jason_Wynn" , "Jason Wynn" ,
 "http://dbpedia.org/resource/Malebolgia" , "Malebolgia" ,
 "http://dbpedia.org/resource/Malebolgia" , "Malebolgia" ,
 "http://dbpedia.org/resource/Malebolgia" , Мэлболгия ,
 "http://dbpedia.org/resource/Brian_Banner" , "Brian Banner" ,
 "http://dbpedia.org/resource/Brian_Banner" , "Brian Banner" ,
 "http://dbpedia.org/resource/Elloe_Kaifi" , "Elloe Kaifi" ,
 "http://dbpedia.org/resource/Hiro_Takachiho" , "Hiro Takachiho" ,
 "http://dbpedia.org/resource/Hiro_Takachiho" , "Hiro Takachiho" ,
 "http://dbpedia.org/resource/Octopus_(comics)" , "Octopus (comics)" ,
 "http://dbpedia.org/resource/Ashley_Kafka" , "Ashley Kafka" ,
 "http://dbpedia.org/resource/Ashley_Kafka" , "Ashley Kafka" ,
 "http://dbpedia.org/resource/Catwoman" , "Catwoman" ,
 "http://dbpedia.org/resource/Catwoman" , المرأة القطة ,
 "http://dbpedia.org/resource/Catwoman" , "Catwoman (Comicfigur)" ,
 "http://dbpedia.org/resource/Catwoman" , "Catwoman" ,
 "http://dbpedia.org/resource/Catwoman" , "Catwoman" ,
 "http://dbpedia.org/resource/Catwoman" , "Catwoman" ,
 "http://dbpedia.org/resource/Catwoman" , キャットウーマン ,
 "http://dbpedia.org/resource/Catwoman" , "Catwoman" ,
 "http://dbpedia.org/resource/Catwoman" , "Kobieta-Kot" ,
 "http://dbpedia.org/resource/Catwoman" , "Mulher-Gato" ,
 "http://dbpedia.org/resource/Catwoman" , Женщина-кошка ,
 "http://dbpedia.org/resource/Catwoman" , 猫女 ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Gambit (comics)" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Gambito (cómic)" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Gambit (comics)" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Gambit" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , ガンビット (マーベル・コミック) ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Gambit (Marvel)" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Gambit" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , "Гамбит (Marvel Comics)" ,
 "http://dbpedia.org/resource/Gambit_(comics)" , 金牌手 ,
 "http://dbpedia.org/resource/Human_Torch" , "Human Torch" ,
 "http://dbpedia.org/resource/Human_Torch" , "Antorcha Humana" ,
 "http://dbpedia.org/resource/Human_Torch" , "Torche humaine" ,
 "http://dbpedia.org/resource/Human_Torch" , "Torcia Umana" ,
 "http://dbpedia.org/resource/Human_Torch" , "Human Torch" ,
 "http://dbpedia.org/resource/Human_Torch" , ヒューマン・トーチ ,
 "http://dbpedia.org/resource/Human_Torch" , "Human Torch" ,
 "http://dbpedia.org/resource/Human_Torch" , "Tocha Humana" ,
 "http://dbpedia.org/resource/Human_Torch" , Человек-факел ,
 "http://dbpedia.org/resource/Human_Torch" , 霹靂火 ,
 "http://dbpedia.org/resource/Jessica_Priest" , "Jessica Priest" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Killer Croc" ,
 "http://dbpedia.org/resource/Killer_Croc" , "Crocodilo (DC Comics)" ,
 "http://dbpedia.org/resource/Killer_Croc" , Убийца Крок ,
 "http://dbpedia.org/resource/Killer_Croc" , 殺手鱷 ,
 "http://dbpedia.org/resource/Bebop_and_Rocksteady" , "Bebop and Rocksteady" ,
 "http://dbpedia.org/resource/Bebop_and_Rocksteady" , "Bebop y Rocksteady" ,
 "http://dbpedia.org/resource/Bebop_and_Rocksteady" , "Bebop en Rocksteady" ,
 "http://dbpedia.org/resource/Bebop_and_Rocksteady" , "Bebop e Rocksteady" ,
 "http://dbpedia.org/resource/Bebop_and_Rocksteady" , Бибоп и Рокстеди ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Mystique (comics)" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Mystique" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Mystique (comics)" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Mystica (personaggio)" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Mystique" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , ミスティーク ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Mística" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , "Мистик (Marvel Comics)" ,
 "http://dbpedia.org/resource/Mystique_(comics)" , 魔形女 ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , كازاي جونز (شخصية خيالية) ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , "Casey Jones (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , "Casey Jones (Tortugas ninja)" ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , "Casey Jones (Tortues Ninja)" ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , "Casey Jones" ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , "Casey Jones (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Casey_Jones_(Teenage_Mutant_Ninja_Turtles)" , "Casey Jones (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , "Rorschach (comics)" ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , "Rorschach (cómic)" ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , "Rorschach (comics)" ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , "Rorschach (personaggio)" ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , "Rorschach (Watchmen)" ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , Роршах (Хранители) ,
 "http://dbpedia.org/resource/Rorschach_(comics)" , 變臉羅夏 ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , "Talia al Ghul" ,
 "http://dbpedia.org/resource/Talia_al_Ghul" , 塔莉亞·奧·古 ,
 "http://dbpedia.org/resource/Jack_Murdock_(comics)" , "Jack Murdock (personaggio)" ,
 "http://dbpedia.org/resource/Jack_Murdock_(comics)" , "Jack Murdock (comics)" ,
 "http://dbpedia.org/resource/Jor-El" , "Jor-El" ,
 "http://dbpedia.org/resource/Jor-El" , "Jor-El" ,
 "http://dbpedia.org/resource/Jor-El" , "Jor-El" ,
 "http://dbpedia.org/resource/Jor-El" , "Jor-El" ,
 "http://dbpedia.org/resource/Jor-El" , "Jor-El" ,
 "http://dbpedia.org/resource/Jor-El" , "Jor-El" ,
 "http://dbpedia.org/resource/Jor-El" , 喬·艾爾 ,
 "http://dbpedia.org/resource/Two-Face" , ذو الوجهين ,
 "http://dbpedia.org/resource/Two-Face" , "Two-Face" ,
 "http://dbpedia.org/resource/Two-Face" , "Two-Face" ,
 "http://dbpedia.org/resource/Two-Face" , "Dos Caras (cómic)" ,
 "http://dbpedia.org/resource/Two-Face" , "Double-Face" ,
 "http://dbpedia.org/resource/Two-Face" , "Due Facce" ,
 "http://dbpedia.org/resource/Two-Face" , トゥーフェイス ,
 "http://dbpedia.org/resource/Two-Face" , "Two-Face" ,
 "http://dbpedia.org/resource/Two-Face" , "Dwie Twarze" ,
 "http://dbpedia.org/resource/Two-Face" , "Duas-Caras" ,
 "http://dbpedia.org/resource/Two-Face" , "Двуликий (DC Comics)" ,
 "http://dbpedia.org/resource/Two-Face" , 双面人 ,
 "http://dbpedia.org/resource/Norman_Osborn" , "Norman Osborn" ,
 "http://dbpedia.org/resource/Norman_Osborn" , Норман Озборн ,
 "http://dbpedia.org/resource/Norman_Osborn" , "Norman Osborn" ,
 "http://dbpedia.org/resource/Mitchell_Carson" , "Mitchell Carson" ,
 "http://dbpedia.org/resource/Mitchell_Carson" , "Mitchell Carson" ,
 "http://dbpedia.org/resource/Tallulah_Black" , "Tallulah Black" ,
