 "hero" , "herolabel" ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Doctor Doom" ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Doctor Doom (Comic)" ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Doctor Doom" ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Docteur Fatalis" ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Dottor Destino" ,
 "http://dbpedia.org/resource/Doctor_Doom" , ドクター・ドゥーム ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Dr. Doom" ,
 "http://dbpedia.org/resource/Doctor_Doom" , Доктор Дум ,
 "http://dbpedia.org/resource/Doctor_Doom" , "Doutor Destino" ,
 "http://dbpedia.org/resource/Doctor_Doom" , 杜姆博士 ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk (comics)" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , الرجل الأخضر (مارفل) ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk (Comic)" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , ハルク (マーベル・コミック) ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk (Marvel)" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk (komiks)" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Hulk" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , "Халк (Marvel Comics)" ,
 "http://dbpedia.org/resource/Hulk_(comics)" , 浩克 (漫畫) ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn (comics)" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn (comics)" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn (personaggio)" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , スポーン ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn (strip)" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn (komiks)" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , "Spawn" ,
 "http://dbpedia.org/resource/Spawn_(comics)" , Спаун ,
 "http://dbpedia.org/resource/Spawn_(comics)" , 再生侠 ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , ديردفيل (مارفل) ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil (Comic)" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Devil (Marvel Comics)" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , デアデビル ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil (superheld)" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Сорвиголова (Marvel Comics)" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , "Daredevil (Marvel Comics character)" ,
 "http://dbpedia.org/resource/Daredevil_(Marvel_Comics_character)" , 夜魔俠 ,
 "http://dbpedia.org/resource/Deacon_Frost" , "Deacon Frost" ,
 "http://dbpedia.org/resource/Deacon_Frost" , "Deacon Frost" ,
 "http://dbpedia.org/resource/Deacon_Frost" , "Diacono Frost" ,
 "http://dbpedia.org/resource/Deacon_Frost" , Дьякон Фрост ,
 "http://dbpedia.org/resource/Jonathan_and_Martha_Kent" , جوناثان ومارثا كينت ,
 "http://dbpedia.org/resource/Jonathan_and_Martha_Kent" , "Jonathan and Martha Kent" ,
 "http://dbpedia.org/resource/Jonathan_and_Martha_Kent" , "Jonathan & Martha Kent" ,
 "http://dbpedia.org/resource/Jonathan_and_Martha_Kent" , "Jonathan i Martha Kentowie" ,
 "http://dbpedia.org/resource/Peggy_Carter" , "Peggy Carter" ,
 "http://dbpedia.org/resource/Peggy_Carter" , بيغي كارتر ,
 "http://dbpedia.org/resource/Peggy_Carter" , "Peggy Carter" ,
 "http://dbpedia.org/resource/Peggy_Carter" , "Peggy Carter" ,
 "http://dbpedia.org/resource/Peggy_Carter" , "Peggy Carter" ,
 "http://dbpedia.org/resource/Peggy_Carter" , ペギー・カーター ,
 "http://dbpedia.org/resource/Peggy_Carter" , "Peggy Carter" ,
 "http://dbpedia.org/resource/Peggy_Carter" , "Peggy Carter (Marvel Comics)" ,
 "http://dbpedia.org/resource/Peggy_Carter" , Пегги Картер ,
 "http://dbpedia.org/resource/Peggy_Carter" , 佩姬·卡特 ,
 "http://dbpedia.org/resource/Hiroim" , "Hiroim" ,
 "http://dbpedia.org/resource/Hiroim" , "Hiroim" ,
 "http://dbpedia.org/resource/Frigga_(comics)" , "Frigga (comics)" ,
 "http://dbpedia.org/resource/Frigga_(comics)" , "Frigga (Marvel Comics)" ,
 "http://dbpedia.org/resource/Frigga_(comics)" , "Frigga (Marvel Comics)" ,
 "http://dbpedia.org/resource/Frigga_(comics)" , "Frigga (Marvel Comics)" ,
 "http://dbpedia.org/resource/Rachel_Dawes" , "Rachel Dawes" ,
 "http://dbpedia.org/resource/Rachel_Dawes" , "Rachel Dawes" ,
 "http://dbpedia.org/resource/Rachel_Dawes" , "Rachel Dawes" ,
 "http://dbpedia.org/resource/Rachel_Dawes" , "Rachel Dawes" ,
 "http://dbpedia.org/resource/Rachel_Dawes" , "Rachel Dawes" ,
 "http://dbpedia.org/resource/Steel_(John_Henry_Irons)" , "Steel (Comicserie)" ,
 "http://dbpedia.org/resource/Steel_(John_Henry_Irons)" , "Steel (John Henry Irons)" ,
 "http://dbpedia.org/resource/Steel_(John_Henry_Irons)" , "Steel (comics)" ,
 "http://dbpedia.org/resource/Steel_(John_Henry_Irons)" , "Acciaio (personaggio)" ,
 "http://dbpedia.org/resource/Steel_(John_Henry_Irons)" , "Steel (DC Comics)" ,
 "http://dbpedia.org/resource/Steel_(John_Henry_Irons)" , "Aço (DC Comics)" ,
 "http://dbpedia.org/resource/Lana_Lang" , "Lana Lang" ,
 "http://dbpedia.org/resource/Lana_Lang" , "Lana Lang" ,
 "http://dbpedia.org/resource/Lana_Lang" , "Lana Lang" ,
 "http://dbpedia.org/resource/Lana_Lang" , "Lana Lang" ,
 "http://dbpedia.org/resource/Lana_Lang" , "Lana Lang" ,
 "http://dbpedia.org/resource/Lana_Lang" , "Lana Lang" ,
 "http://dbpedia.org/resource/Black_Widow_(Natasha_Romanova)" , "Black Widow (Natasha Romanova)" ,
 "http://dbpedia.org/resource/Black_Widow_(Natasha_Romanova)" , "Natasha Romanoff" ,
 "http://dbpedia.org/resource/Black_Widow_(Natasha_Romanova)" , ブラック・ウィドウ (ナタリア・ロマノヴァ) ,
 "http://dbpedia.org/resource/Black_Widow_(Natasha_Romanova)" , "Czarna Wdowa" ,
 "http://dbpedia.org/resource/Black_Widow_(Natasha_Romanova)" , "Чёрная вдова (Marvel Comics)" ,
 "http://dbpedia.org/resource/Black_Widow_(Natasha_Romanova)" , 黑寡婦 (復仇者聯盟) ,
 "http://dbpedia.org/resource/Thanos" , "Thanos" ,
 "http://dbpedia.org/resource/Thanos" , ثانوس ,
 "http://dbpedia.org/resource/Thanos" , "Thanos" ,
 "http://dbpedia.org/resource/Thanos" , "Thanos (Marvel Comics)" ,
 "http://dbpedia.org/resource/Thanos" , "Thanos" ,
 "http://dbpedia.org/resource/Thanos" , サノス ,
 "http://dbpedia.org/resource/Thanos" , "Thanos" ,
 "http://dbpedia.org/resource/Thanos" , "Thanos" ,
 "http://dbpedia.org/resource/Thanos" , Танос ,
 "http://dbpedia.org/resource/Thanos" , 薩諾斯 ,
 "http://dbpedia.org/resource/Victor_Zsasz" , "Victor Zsasz" ,
 "http://dbpedia.org/resource/Victor_Zsasz" , "Victor Zsasz" ,
 "http://dbpedia.org/resource/Victor_Zsasz" , "Victor Zsasz" ,
 "http://dbpedia.org/resource/Victor_Zsasz" , "Victor Zsasz" ,
 "http://dbpedia.org/resource/Victor_Zsasz" , "Zsasz" ,
 "http://dbpedia.org/resource/Victor_Zsasz" , Виктор Зсасз ,
 "http://dbpedia.org/resource/Victor_Zsasz" , "Victor Zsasz" ,
 "http://dbpedia.org/resource/Victor_Zsasz" , 維克多·薩斯 ,
 "http://dbpedia.org/resource/Aunt_May" , "Aunt May" ,
 "http://dbpedia.org/resource/Aunt_May" , "May Reilly Parker" ,
 "http://dbpedia.org/resource/Aunt_May" , "May Parker" ,
 "http://dbpedia.org/resource/Aunt_May" , "May Parker" ,
 "http://dbpedia.org/resource/Aunt_May" , "May Parker" ,
 "http://dbpedia.org/resource/Aunt_May" , Тётя Мэй ,
 "http://dbpedia.org/resource/Aunt_May" , 梅·帕克 ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool" ,
 "http://dbpedia.org/resource/Deadpool" , ديدبول ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool" ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool" ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool" ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool" ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool (stripfiguur)" ,
 "http://dbpedia.org/resource/Deadpool" , デッドプール ,
 "http://dbpedia.org/resource/Deadpool" , "Deadpool" ,
 "http://dbpedia.org/resource/Deadpool" , Дэдпул ,
 "http://dbpedia.org/resource/Deadpool" , 死侍 ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (Marvel Comics)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , إلكترو (مارفل كوميكس) ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (cómic)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (comics)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (personaggio)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (Marvel)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (postać komiksowa)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Electro (Marvel Comics)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , "Электро (Marvel Comics)" ,
 "http://dbpedia.org/resource/Electro_(Marvel_Comics)" , 電光人 ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , هارلي كوين (شخصية مصورة) ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Harley Quinn" ,
 "http://dbpedia.org/resource/Harley_Quinn" , "Arlequina" ,
 "http://dbpedia.org/resource/Harley_Quinn" , Харли Квинн ,
 "http://dbpedia.org/resource/Harley_Quinn" , 哈莉·奎茵 ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man" ,
 "http://dbpedia.org/resource/Iron_Man" , الرجل الحديدي ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man" ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man" ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man (comics)" ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man" ,
 "http://dbpedia.org/resource/Iron_Man" , アイアンマン ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man (Marvel)" ,
 "http://dbpedia.org/resource/Iron_Man" , "Iron Man" ,
 "http://dbpedia.org/resource/Iron_Man" , "Homem de Ferro" ,
 "http://dbpedia.org/resource/Iron_Man" , Железный человек ,
 "http://dbpedia.org/resource/Iron_Man" , 鋼鐵人 ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , "J. Jonah Jameson" ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , "J. Jonah Jameson" ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , "J. Jonah Jameson" ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , "J. Jonah Jameson" ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , "J. Jonah Jameson" ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , "J. Jonah Jameson" ,
 "http://dbpedia.org/resource/J._Jonah_Jameson" , Джей Джона Джеймсон ,
 "http://dbpedia.org/resource/Joe_Chill" , "Joe Chill" ,
 "http://dbpedia.org/resource/Joe_Chill" , "Joe Chill" ,
 "http://dbpedia.org/resource/Joe_Chill" , "Joe Chill" ,
 "http://dbpedia.org/resource/Joe_Chill" , "Joe Chill" ,
 "http://dbpedia.org/resource/Joe_Chill" , "Joe Chill" ,
 "http://dbpedia.org/resource/Joe_Chill" , "Joe Chill" ,
 "http://dbpedia.org/resource/Kato_(The_Green_Hornet)" , "Kato (The Green Hornet)" ,
 "http://dbpedia.org/resource/Kato_(The_Green_Hornet)" , "Kato (personaje)" ,
 "http://dbpedia.org/resource/Kato_(The_Green_Hornet)" , "Kato (personaggio)" ,
 "http://dbpedia.org/resource/Kato_(The_Green_Hornet)" , "Kato (personagem)" ,
 "http://dbpedia.org/resource/Kato_(The_Green_Hornet)" , 加藤 (青蜂俠) ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Kingpin (comics)" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , كنج بنج (كوميكس) ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Kingpin" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Kingpin (personaggio)" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Le Caïd (comics)" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Kingpin (Marvel)" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Kingpin" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Rei do Crime" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , "Кингпин (Marvel Comics)" ,
 "http://dbpedia.org/resource/Kingpin_(comics)" , 金霸王 (漫威漫畫) ,
 "http://dbpedia.org/resource/Kitty_Pryde" , "Kitty Pryde" ,
 "http://dbpedia.org/resource/Kitty_Pryde" , "Kitty Pryde" ,
 "http://dbpedia.org/resource/Kitty_Pryde" , "Kitty Pryde" ,
 "http://dbpedia.org/resource/Kitty_Pryde" , "Kitty Pryde" ,
 "http://dbpedia.org/resource/Kitty_Pryde" , キティ・プライド ,
 "http://dbpedia.org/resource/Kitty_Pryde" , "Shadowcat" ,
 "http://dbpedia.org/resource/Kitty_Pryde" , "Lince Negra" ,
 "http://dbpedia.org/resource/Kitty_Pryde" , Китти Прайд ,
 "http://dbpedia.org/resource/Kitty_Pryde" , 幻影貓 ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , "Leonardo (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , ليوناردو (شخصية خيالية) ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , "Leonardo (Tortugas ninja)" ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , "Leonardo (Tortues Ninja)" ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , "Leonardo (personaggio)" ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , "Leonardo (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , Леонардо (Черепашки-ниндзя) ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , "Leonardo (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Leonardo_(Teenage_Mutant_Ninja_Turtles)" , 李奧納多 (忍者龜) ,
 "http://dbpedia.org/resource/Loki_(comics)" , لوكي (قصص مصورة) ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Loki (comics)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Loki (Marvel Comics)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Loki (Marvel Comics)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Loki (Marvel Comics)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Loki (Marvel)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , ロキ (マーベル・コミック) ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Loki (Marvel Comics)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , "Локи (Marvel Comics)" ,
 "http://dbpedia.org/resource/Loki_(comics)" , 洛基 (漫威漫畫) ,
 "http://dbpedia.org/resource/Lucius_Fox" , "Lucius Fox" ,
 "http://dbpedia.org/resource/Lucius_Fox" , "Lucius Fox" ,
 "http://dbpedia.org/resource/Lucius_Fox" , "Lucius Fox" ,
 "http://dbpedia.org/resource/Lucius_Fox" , "Lucius Fox" ,
 "http://dbpedia.org/resource/Lucius_Fox" , "Lucius Fox" ,
 "http://dbpedia.org/resource/Lucius_Fox" , "Lucius Fox" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Penguin (comics)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , البطريق (شخصية مصورة) ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Pinguin (Comicfigur)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Pingüino (DC Comics)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Pingouin (comics)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Pinguino (personaggio)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , ペンギン (バットマン) ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Penguin (Batman)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Pingwin (postać fikcyjna)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Pinguim (DC Comics)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , "Пингвин (DC Comics)" ,
 "http://dbpedia.org/resource/Penguin_(comics)" , 企鹅人 ,
 "http://dbpedia.org/resource/Phil_Coulson" , "Phil Coulson" ,
 "http://dbpedia.org/resource/Phil_Coulson" , "Phil Coulson" ,
 "http://dbpedia.org/resource/Phil_Coulson" , "Phil Coulson" ,
 "http://dbpedia.org/resource/Phil_Coulson" , フィル・コールソン ,
 "http://dbpedia.org/resource/Phil_Coulson" , "Phil Coulson" ,
 "http://dbpedia.org/resource/Phil_Coulson" , "Phil Coulson" ,
 "http://dbpedia.org/resource/Phil_Coulson" , Фил Колсон ,
 "http://dbpedia.org/resource/Phil_Coulson" , 菲爾·考森 ,
 "http://dbpedia.org/resource/Phil_Coulson" , "Phil Coulson" ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , سبلينتر ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , "Splinter (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , "Splinter (Tortugas ninja)" ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , "Splinter (Tortues Ninja)" ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , "Splinter (Tartarughe Ninja)" ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , "Splinter (Teenage Mutant Ninja Turtles)" ,
 "http://dbpedia.org/resource/Splinter_(Teenage_Mutant_Ninja_Turtles)" , Сплинтер ,
 "http://dbpedia.org/resource/The_Shadow" , "The Shadow" ,
 "http://dbpedia.org/resource/The_Shadow" , "The Shadow" ,
 "http://dbpedia.org/resource/The_Shadow" , "La Sombra" ,
 "http://dbpedia.org/resource/The_Shadow" , "The Shadow" ,
 "http://dbpedia.org/resource/The_Shadow" , "The Shadow" ,
 "http://dbpedia.org/resource/The_Shadow" , "The Shadow" ,
 "http://dbpedia.org/resource/The_Shadow" , "O Sombra" ,
 "http://dbpedia.org/resource/The_Shadow" , 魅影奇俠 ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Marvel Comics)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , ثور (مارفل كومكس) ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Comic)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (cómic)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Marvel Comics)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Marvel Comics)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , マイティ・ソー ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Marvel)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Marvel)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Thor (Marvel Comics)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , "Тор (Marvel Comics)" ,
 "http://dbpedia.org/resource/Thor_(Marvel_Comics)" , 索爾 (漫威漫畫) ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , "Thunderbolt Ross" ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , "Thunderbolt Ross" ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , "Thunderbolt Ross" ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , "Thunderbolt Ross" ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , "Thunderbolt Ross" ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , "Thunderbolt Ross" ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , Громовержец Росс ,
 "http://dbpedia.org/resource/Thunderbolt_Ross" , 雷霆·羅斯 ,
 "http://dbpedia.org/resource/Venom_(comics)" , فينوم (كوميكس) ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (personaje de Marvel Comics)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (comics)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (comics)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (Marvel Comics)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (Marvel)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , ヴェノム (マーベル・コミック) ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (postać komiksowa)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , "Venom (Marvel Comics)" ,
 "http://dbpedia.org/resource/Venom_(comics)" , Веном ,
 "http://dbpedia.org/resource/Venom_(comics)" , 猛毒 ,
 "http://dbpedia.org/resource/Violator_(comics)" , "Violator (comics)" ,
 "http://dbpedia.org/resource/Violator_(comics)" , "Violator (cómic)" ,
 "http://dbpedia.org/resource/Violator_(comics)" , "Violator (personaggio)" ,
 "http://dbpedia.org/resource/Violator_(comics)" , "Clown (comics)" ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , المرأة المعجزة ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , ワンダーウーマン ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Wonder Woman" ,
 "http://dbpedia.org/resource/Wonder_Woman" , "Mulher-Maravilha" ,
 "http://dbpedia.org/resource/Wonder_Woman" , Чудо-женщина ,
 "http://dbpedia.org/resource/Wonder_Woman" , 神奇女俠 ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker (comics)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , الجوكر (شخصية مصورة) ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker (Comicfigur)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker" ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker (comics)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker" ,
 "http://dbpedia.org/resource/Joker_(comics)" , ジョーカー (バットマン) ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker (Batman)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker (postać fikcyjna)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Joker (DC Comics)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , "Джокер (DC Comics)" ,
 "http://dbpedia.org/resource/Joker_(comics)" , 小丑 (漫畫) ,
 "http://dbpedia.org/resource/General_Zod" , "General Zod" ,
 "http://dbpedia.org/resource/General_Zod" , "General Zod" ,
 "http://dbpedia.org/resource/General_Zod" , "Général Zod" ,
 "http://dbpedia.org/resource/General_Zod" , "Generale Zod" ,
 "http://dbpedia.org/resource/General_Zod" , "General Zod" ,
 "http://dbpedia.org/resource/General_Zod" , "Generał Zod" ,
 "http://dbpedia.org/resource/General_Zod" , "General Zod" ,
 "http://dbpedia.org/resource/General_Zod" , Генерал Зод ,
 "http://dbpedia.org/resource/General_Zod" , 薩德將軍 ,
 "http://dbpedia.org/resource/Margo_Lane" , "Margo Lane" ,
 "http://dbpedia.org/resource/Arnold_John_Flass" , "Arnold John Flass" ,
 "http://dbpedia.org/resource/Sal_Maroni" , "Salvatore Maroni" ,
 "http://dbpedia.org/resource/Sal_Maroni" , "Sal Maroni" ,
 "http://dbpedia.org/resource/Sal_Maroni" , "Sal Maroni" ,
 "http://dbpedia.org/resource/Sal_Maroni" , "Salvatore Maroni" ,
 "http://dbpedia.org/resource/Sal_Maroni" , "Sal Maroni" ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , باتمان ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , バットマン ,
 "http://dbpedia.org/resource/Batman" , "Batman (personage)" ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , "Batman" ,
 "http://dbpedia.org/resource/Batman" , Бэтмен ,
 "http://dbpedia.org/resource/Batman" , 蝙蝠俠 ,
 "http://dbpedia.org/resource/Captain_America" , "Captain America" ,
 "http://dbpedia.org/resource/Captain_America" , كابتن أمريكا ,
 "http://dbpedia.org/resource/Captain_America" , "Captain America" ,
 "http://dbpedia.org/resource/Captain_America" , "Capitán América" ,
 "http://dbpedia.org/resource/Captain_America" , "Captain America" ,
